subject_title,subject_description,subject_followers,course_title,start_date,effort,absolute_course_url
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,A Life of Happiness and Fulfillment,"
              4th May, 2020
            ",,https://www.classcentral.com/course/happiness-2860
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Academic Writing,"
              13th Jan, 2020
            ",,https://www.classcentral.com/course/swayam-academic-writing-13881
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,English in Early Childhood: Language Learning and Development,"
              22nd Jun, 2020
            ",,https://www.classcentral.com/course/english-in-early-childhood-6910
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,How to Succeed at: Writing Applications,"
              18th May, 2020
            ",,https://www.classcentral.com/course/writing-applications-2248
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Modern & Contemporary American Poetry (“ModPo”),,,https://www.classcentral.com/course/modpo-356
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Introduction to Dutch,"
              8th Jun, 2020
            ",,https://www.classcentral.com/course/dutch-3014
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,HOPE: Human Odyssey to Political Existentialism,,,https://www.classcentral.com/course/edx-hope-human-odyssey-to-political-existentialism-11584
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Basic Spanish 1: Getting Started,,,https://www.classcentral.com/course/edx-basic-spanish-1-getting-started-3698
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Introduction to Philosophy,"
              27th Apr, 2020
            ",,https://www.classcentral.com/course/introphil-418
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Tsinghua Chinese: Start Talking with 1.3 Billion People,,,https://www.classcentral.com/course/edx-tsinghua-chinese-start-talking-with-1-3-billion-people-5426
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Literature of the English Country House,"
              4th May, 2020
            ",,https://www.classcentral.com/course/country-house-literature-2028
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Basic Spanish 2: One Step Further,,,https://www.classcentral.com/course/edx-basic-spanish-2-one-step-further-8672
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Shakespeare Matters,,,https://www.classcentral.com/course/edx-shakespeare-matters-8731
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Moralities of Everyday Life,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/moralities-911
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Umano Digitale,,,https://www.classcentral.com/course/independent-umano-digitale-13499
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Upper-Intermediate English: Business,,,https://www.classcentral.com/course/edx-upper-intermediate-english-business-11800
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"The Modern World, Part One: Global History from 1760 to 1910","
              20th Apr, 2020
            ",,https://www.classcentral.com/course/modern-world-430
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,English Grammar and Style,"
              27th Jul, 2020
            ",,https://www.classcentral.com/course/edx-english-grammar-and-style-2022
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,How to Write an Essay,,,https://www.classcentral.com/course/edx-how-to-write-an-essay-1333
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Start Writing Fiction,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/start-writing-fiction-1759
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Modern and the Postmodern (Part 1),"
              27th Apr, 2020
            ",,https://www.classcentral.com/course/modern-postmodern-1-598
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,English Composition I,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/composition-617
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Perdón y reconciliación: cómo sanar heridas,,,https://www.classcentral.com/course/edx-perdon-y-reconciliacion-como-sanar-heridas-11475
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Comprendere la filosofia,,,https://www.classcentral.com/course/edx-comprendere-la-filosofia-9240
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,L'Italiano nel mondo,,,https://www.classcentral.com/course/edx-l-italiano-nel-mondo-9241
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Philosophy, Science and Religion: Religion and Science","
              28th Apr, 2020
            ",,https://www.classcentral.com/course/philosophy-science-religion-3-10623
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Philosophy, Science and Religion: Philosophy and Religion","
              4th May, 2020
            ",,https://www.classcentral.com/course/philosophy-science-religion-2-9085
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Arab-Islamic History: From Tribes to Empires,,,https://www.classcentral.com/course/edx-arab-islamic-history-from-tribes-to-empires-9365
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Upper-Intermediate English: Technology Today,,,https://www.classcentral.com/course/edx-upper-intermediate-english-technology-today-11803
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,English for Career Development,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/careerdevelopment-6011
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Sharpened Visions: A Poetry Workshop,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/poetry-workshop-4185
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Basic Spanish 3: Getting there,,,https://www.classcentral.com/course/edx-basic-spanish-3-getting-there-17850
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"The Bible's Prehistory, Purpose, and Political Future","
              13th Apr, 2020
            ",,https://www.classcentral.com/course/biblefuture-1406
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Great Poem Series: Unbinding Prometheus,,,https://www.classcentral.com/course/openlearning-the-great-poem-series-unbinding-prometheus-2425
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Writing in the Sciences,,,https://www.classcentral.com/course/stanford-openedx-writing-in-the-sciences-1183
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,La costruzione dell'Italia,,,https://www.classcentral.com/course/edx-la-costruzione-dell-italia-9245
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Miracles of Human Language: An Introduction to Linguistics,"
              6th Apr, 2020
            ",,https://www.classcentral.com/course/humanlanguage-2940
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Creative Writing: The Craft of Setting and Description,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/craft-of-setting-and-description-5623
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Getting Started with Essay Writing,"
              27th Apr, 2020
            ",,https://www.classcentral.com/course/intro-college-writing-4363
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Magic in the Middle Ages,"
              4th May, 2020
            ",,https://www.classcentral.com/course/magicmiddleages-3477
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Introduction to Logic,"
              29th Jun, 2020
            ",,https://www.classcentral.com/course/intrologic-329
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Upper-Intermediate English: Globalization,,,https://www.classcentral.com/course/edx-upper-intermediate-english-globalization-11802
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Dante tra poesia e scienza,,,https://www.classcentral.com/course/edx-dante-tra-poesia-e-scienza-9242
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Big History: Connecting Knowledge,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/big-history-4485
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Kennedy Half Century,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/kennedy-1172
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Plagues, Witches, and War: The Worlds of Historical Fiction","
              20th Apr, 2020
            ",,https://www.classcentral.com/course/hisfiction-1173
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Emergence of the Modern Middle East - Part II,"
              27th Apr, 2020
            ",,https://www.classcentral.com/course/modernmiddleeast2-3204
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,First Step Korean,"
              27th Apr, 2020
            ",,https://www.classcentral.com/course/learn-korean-5730
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Age of Jefferson,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/jefferson-1343
Humanities Courses,"Learn Humanities with free online courses and MOOCs from Indian School of Business, H.N.B Garhwal University (A Central University) Srinagar Garhwal, The University of Sheffield, University of Pennsylvania and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Academic and Business Writing,,,https://www.classcentral.com/course/edx-academic-and-business-writing-1561
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Exploring English: Shakespeare,"
              6th Apr, 2020
            ",,https://www.classcentral.com/course/explore-english-shakespeare-4847
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Grammar and Punctuation,"
              13th Apr, 2020
            ",,https://www.classcentral.com/course/grammar-punctuation-4236
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/soulbeliefs-703
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Tecnologías Web Emergentes para la Enseñanza Virtual,,,https://www.classcentral.com/course/edx-tecnologias-web-emergentes-para-la-ensenanza-virtual-7267
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Rise of Superheroes and Their Impact On Pop Culture,,,https://www.classcentral.com/course/edx-the-rise-of-superheroes-and-their-impact-on-pop-culture-3322
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life,"
              13th Apr, 2020
            ",,https://www.classcentral.com/course/know-thyself-the-examined-life-432
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,English for Journalism,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/journalism-6009
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Ancient Philosophy: Plato & His Predecessors,"
              4th May, 2020
            ",,https://www.classcentral.com/course/plato-5237
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,生活英语听说 | Conversational English Skills,,,https://www.classcentral.com/course/edx--conversational-english-skills-3337
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Constitutional Struggles in the Muslim World,"
              4th May, 2020
            ",,https://www.classcentral.com/course/muslimworld-663
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Søren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity","
              4th May, 2020
            ",,https://www.classcentral.com/course/kierkegaard-667
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Chinese Language and Culture,,,https://www.classcentral.com/course/open2study-chinese-language-and-culture-1818
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,FinTech Ethics and Risks,,,https://www.classcentral.com/course/edx-fintech-ethics-and-risks-11392
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Ancient Greeks,"
              13th Apr, 2020
            ",,https://www.classcentral.com/course/ancientgreeks-502
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,England in the Time of King Richard III,"
              18th May, 2020
            ",,https://www.classcentral.com/course/england-of-richard-third-1250
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Introduction to Philosophy: God, Knowledge and Consciousness",,,https://www.classcentral.com/course/edx-introduction-to-philosophy-god-knowledge-and-consciousness-926
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Mandarin Chinese Level 1,,,https://www.classcentral.com/course/edx-mandarin-chinese-level-1-3534
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Empire: the Controversies of British Imperialism,"
              8th Jun, 2020
            ",,https://www.classcentral.com/course/empire-2868
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,China (Part 1): Political and Intellectual Foundations: From the Sage Kings to Confucius and the Legalists,,,https://www.classcentral.com/course/edx-china-part-1-political-and-intellectual-foundations-from-the-sage-kings-to-confucius-and-the-legalists-941
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,The Emergence of the Modern Middle East - Part I,"
              13th Apr, 2020
            ",,https://www.classcentral.com/course/modernmiddleeast1-976
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Intellectual Humility: Science,"
              4th May, 2020
            ",,https://www.classcentral.com/course/intellectual-humility-science-7657
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Calvin - Histoire et réception d'une Réforme,"
              4th May, 2020
            ",,https://www.classcentral.com/course/calvin-659
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Upper-Intermediate English: Modern Life,,,https://www.classcentral.com/course/edx-upper-intermediate-english-modern-life-11801
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,L'innovazione sociale per il patrimonio culturale,,,https://www.classcentral.com/course/edx-l-innovazione-sociale-per-il-patrimonio-culturale-9243
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Letteratura latina, dalle origini all'età augustea",,,https://www.classcentral.com/course/edx-letteratura-latina-dalle-origini-all-eta-augustea-11404
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Chinese for Beginners,"
              15th Apr, 2020
            ",,https://www.classcentral.com/course/hy-2353
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Discovering Science: Science Writing,"
              25th May, 2020
            ",,https://www.classcentral.com/course/discovering-science-science-writing-7743
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Moses' Face: Moses' images as reflected in Jewish literature,"
              17th Apr, 2020
            ",,https://www.classcentral.com/course/moses-6020
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2","
              20th Apr, 2020
            ",,https://www.classcentral.com/course/newchinahistory2-3792
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Teach English Now! Lesson Design and Assessment,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/lesson-design-5027
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Scholarly Communication,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/scholarly-communication-4475
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,"The Modern World, Part Two: Global History since 1910","
              20th Apr, 2020
            ",,https://www.classcentral.com/course/modern-world-2-4355
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Teach English Now! Theories of Second Language Acquisition,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/language-theories-4617
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Chino básico: La etiqueta social en los negocios,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/chino-etiqueta-negocios-4611
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,论文写作初阶（Academic Writing and Research）,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/lunwen-xiezuo-chujie-5949
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,More Chinese for Beginners,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/more-chinese-for-beginners-5988
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Business English: Basics,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/business-english-6043
Humanities Courses,"Learn Humanities with free online courses and MOOCs from University of California, Irvine, Rutgers University, Galileo University, University of Edinburgh and other top universities around the world. Read reviews to decide if a class is right for you.",228.4k,Big History - From the Big Bang until Today,"
              20th Apr, 2020
            ",,https://www.classcentral.com/course/bighistory-7638
